8300
# tracer: nop
#
# entries-in-buffer/entries-written: 13548/13548   #P:8
#
#                              _-----=> irqs-off
#                             / _----=> need-resched
#                            | / _---=> hardirq/softirq
#                            || / _--=> preempt-depth
#                            ||| /     delay
#           TASK-PID   CPU#  ||||    TIMESTAMP  FUNCTION
#              | |       |   ||||       |         |
           <...>-2397  [000] dN.. 577904.089962: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.089971: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
           <...>-2397  [000] dN.. 577904.089979: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.089985: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
       rcu_sched-7     [000] d... 577904.098118: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dN.. 577904.111919: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.111926: sched_wakeup: comm=vi pid=8587 prio=120 success=1 target_cpu=004
           <...>-2397  [000] dNs. 577904.112118: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-2397  [000] d... 577904.112183: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dN.. 577904.115066: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.115075: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577904.115083: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.115089: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
       rcu_sched-7     [000] d... 577904.124135: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dN.. 577904.146341: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.146348: sched_wakeup: comm=vi pid=8587 prio=120 success=1 target_cpu=004
           <...>-2397  [000] d... 577904.146577: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dNs. 577904.147140: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-2397  [000] dN.. 577904.149495: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.149504: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577904.149512: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.149518: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
       rcu_sched-7     [000] d... 577904.158155: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 577904.172598: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=000
           <...>-2397  [000] d... 577904.172681: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dN.. 577904.180904: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.180912: sched_wakeup: comm=vi pid=8587 prio=120 success=1 target_cpu=004
           <...>-2397  [000] dNs. 577904.181159: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-2397  [000] dN.. 577904.184056: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.184065: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577904.184073: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.184079: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
       rcu_sched-7     [000] d... 577904.184168: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577904.187161: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577904.187163: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dN.. 577904.215716: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.215723: sched_wakeup: comm=vi pid=8587 prio=120 success=1 target_cpu=004
           <...>-2397  [000] d... 577904.215953: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dNs. 577904.216180: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-2397  [000] dNs. 577904.217181: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-2397  [000] dN.. 577904.218888: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.218897: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577904.218905: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.218911: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
       rcu_sched-7     [000] d... 577904.227195: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dN.. 577904.253803: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.253810: sched_wakeup: comm=vi pid=8587 prio=120 success=1 target_cpu=004
           <...>-2397  [000] d... 577904.254038: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dNs. 577904.254203: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-2397  [000] dN.. 577904.256953: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.256962: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577904.256970: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.256976: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
       rcu_sched-7     [000] d... 577904.265218: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dN.. 577904.284069: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.284077: sched_wakeup: comm=vi pid=8587 prio=120 success=1 target_cpu=004
           <...>-2397  [000] dNs. 577904.284221: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-2397  [000] d... 577904.284330: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dN.. 577904.287216: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.287233: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577904.287247: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.287252: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
       rcu_sched-7     [000] d... 577904.296237: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dN.. 577904.347842: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.347850: sched_wakeup: comm=vi pid=8587 prio=120 success=1 target_cpu=004
           <...>-2397  [000] d... 577904.348078: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dNs. 577904.348260: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-2397  [000] dN.. 577904.350989: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.350998: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577904.351006: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.351012: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
           <...>-2397  [000] dN.. 577904.356523: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.356530: sched_wakeup: comm=vi pid=8587 prio=120 success=1 target_cpu=004
           <...>-2397  [000] dNs. 577904.357267: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-2397  [000] dNs. 577904.359268: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-2397  [000] dN.. 577904.359700: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.359710: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577904.359717: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.359723: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
           <...>-2397  [000] dN.. 577904.386972: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.386980: sched_wakeup: comm=vi pid=8587 prio=120 success=1 target_cpu=004
           <...>-2397  [000] d... 577904.387204: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=002
           <...>-2397  [000] dNs. 577904.387283: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-2397  [000] dN.. 577904.390106: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.390115: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577904.390123: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.390129: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
           <...>-2397  [000] dN.. 577904.421051: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.421059: sched_wakeup: comm=vi pid=8587 prio=120 success=1 target_cpu=004
           <...>-2397  [000] d... 577904.421287: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dNs. 577904.421302: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-2397  [000] dN.. 577904.424196: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.424205: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577904.424213: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.424219: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
       rcu_sched-7     [000] d... 577904.424314: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNs. 577904.427306: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNs. 577904.427308: sched_wakeup: comm=rcu_sched pid=7 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dN.. 577904.454482: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.454490: sched_wakeup: comm=vi pid=8587 prio=120 success=1 target_cpu=004
           <...>-2397  [000] d... 577904.454718: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dNs. 577904.455326: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-2397  [000] dNs. 577904.457327: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-2397  [000] dN.. 577904.457650: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.457658: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577904.457666: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577904.457672: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
       rcu_sched-7     [000] d... 577904.466340: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 577904.674035: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=000
           <...>-2397  [000] d... 577904.674118: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577904.685472: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 577904.787523: sched_wakeup: comm=watchdog/0 pid=26 prio=0 success=1 target_cpu=000
          <idle>-0     [000] dNh. 577904.948679: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=000
          <idle>-0     [000] dNh. 577905.175079: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=000
           <...>-2397  [000] d... 577905.175158: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
          <idle>-0     [000] dNh. 577905.185803: sched_wakeup: comm=gmain pid=20788 prio=120 success=1 target_cpu=000
       rcu_sched-7     [000] d... 577905.186773: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dN.. 577905.492603: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577905.492611: sched_wakeup: comm=vi pid=8587 prio=120 success=1 target_cpu=004
           <...>-2397  [000] dN.. 577905.492723: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577905.492731: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577905.492738: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577905.492743: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
           <...>-2397  [000] dN.. 577905.495836: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577905.495845: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577905.495852: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577905.495858: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
           <...>-2397  [000] dN.. 577905.649143: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577905.649151: sched_wakeup: comm=vi pid=8587 prio=120 success=1 target_cpu=004
           <...>-2397  [000] dN.. 577905.649263: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577905.649271: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577905.649278: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577905.649283: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
           <...>-2397  [000] dNs. 577905.652046: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-2397  [000] dN.. 577905.652171: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577905.652178: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577905.652185: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577905.652191: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
          <idle>-0     [000] dNh. 577905.676271: sched_wakeup: comm=tmux pid=2397 prio=120 success=1 target_cpu=000
           <...>-2397  [000] d... 577905.676355: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
       rcu_sched-7     [000] d... 577905.688077: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dN.. 577905.777218: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577905.777226: sched_wakeup: comm=vi pid=8587 prio=120 success=1 target_cpu=004
           <...>-2397  [000] dN.. 577905.777337: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577905.777346: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577905.777352: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577905.777358: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
           <...>-2397  [000] dNs. 577905.780123: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
           <...>-2397  [000] dN.. 577905.780208: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577905.780216: sched_wakeup: comm=sshd pid=2084 prio=120 success=1 target_cpu=005
           <...>-2397  [000] dN.. 577905.780223: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577905.780229: sched_wakeup: comm=sshd pid=5649 prio=120 success=1 target_cpu=002
           <...>-2397  [000] dN.. 577905.917543: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
     kworker/0:1-1492  [000] d... 577905.917550: sched_wakeup: comm=vi pid=8587 prio=120 success=1 target_cpu=004
           <...>-2397  [000] d... 577905.917784: sched_wakeup: comm=rcuos/0 pid=8 prio=120 success=1 target_cpu=001
           <...>-2397  [000] dNs. 577905.918206: sched_wakeup: comm=kworker/0:1 pid=1492 prio=120 success=1 target_cpu=000
